video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description,state,lat,lon,geometry
lqJbw2pWZLk,17.14.11,Kollegah & Farid Bang ✖️ 180.000€ SHOPPING-TOUR ✖️,BangerChannel,24,2017-11-11T16:12:55.000Z,"Gamechanger|""Kollegah""|""Farid Bang""|""JBG""|""JBG2""|""JBG3""|""jung brutal gutaussehend""|""bosshaft tv""|""Düsseldorf""|""Steelbox""|""Egal was der Richter gibt""|""Nächstes Mal""|""KC Rebell""|""Abstand""|""TelVision""|""Mosquitos""|""Paper""|""Summer Cem""|""Banger Musik""|""Farid Bang (Musical Artist)""|""iTunes""|""Amazon""|""Banger Musik Films""|""Hip Hop Music (Musical Genre)""|""Ya""|""Diss""|""Mike Tyson""|""Muhammed Ali""|""Boxen""|""HBO""|""Mohammed Ali""|""Rolling Stone""|""Desert Eagle""|""Spotify""|""Köln""|""Städtebattle""|""Podcast""|""DVD""|""Road to JBG3""|""Loyalität ist mehr als 1 Wort""",721888,45981,914,4074,https://i.ytimg.com/vi/lqJbw2pWZLk/default.jpg,False,False,False,"✖️►JBG3 [ limitierte STEELBOX ] bei MEDIA MARKT vorbestellen!\nhttp://bit.ly/2xP1WBo\n\n✖️►JBG3 [ limitierte STEELBOX ] bei SATURN vorbestellen!\nhttp://bit.ly/2xcVKGp\n✖️►JBG3 [ limitierte STEELBOX ] \nhttp://amzn.to/2eJPY3X\n✖️►JBG3 [ alle Links ] \nhttps://KollegahFaridBang.lnk.to/jbg3\n\n✖️►ROAD TO JBG [ offizielle JBG Playlist auf Spotify ] \nhttp://spoti.fi/2fD6uXr\n\n► Banger Musik auf YouTube:\nhttps://www.youtube.com/BangerChannel\n\n► Kollegah auf Facebook:\nhttp://www.facebook.com/kollegah\n► Kollegah auf Instagram:\nhttp://www.instagram.com/kollegahderb...\n\n► Farid Bang auf Facebook:\nhttps://www.facebook.com/faridbang\n► Farid Bang auf Instagram:\nhttp://instagram.com/faridbangbang\n► Farid Bang auf Twitter:\nRegel Nr. 3\n► Farid Bang auf SnapChat:\nfaridbangbanger\n\n► Alpha Music Empire Store:\nhttp://www.amestore.de\n\n► Banger Musik auf Facebook:\nhttps://www.facebook.com/Banger-Musik\n► Banger Musik auf Instagram:\nhttp://instagram.com/bangermusikoffiziell\n\n✖️► www.bangerstore.de ◄✖️\n\nJBG3// TOUR// 2018\n\n04.01. Stereo, Bielefeld\n05.01. Palladium, Köln\n06.01. Skaters Palace, Münster\n08.01. Backstage (Werk), München\n09.01. Gasometer, Wien (AT)\n10.01. Löwensaal, Nürnberg\n12.01. X-TRA, Zürich (CH)\n13.01. Porsche-Arena, Stuttgart\n14.01. halle02, Heidelberg\n15.01. Capitol, Hannover\n17.01. Große Freiheit 36, Hamburg\n18.01. Huxleys neue Welt, Berlin\n19.01. Haus Auensee, Leipzig\n20.01. Batschkapp, Frankfurt am Main\n22.01. Aladin, Bremen\n23.01. Turbinenhalle, Oberhausen\n\nTickets gibt es unter eventim.de/jbg und 01806 570070 (0,20 Euro/Anruf inkl. MwSt. aus den Festnetzen, max. 0,60 Euro/Anruf inkl. MwSt. aus den Mobilfunknetzen) sowie an den bekannten Vorverkaufsstellen. Tickets für Österreich gibt es unter www.oeticket.at, für die Schweiz unter www.starticket.ch.\n\n\n► Regie / DOP / Schnitt: Koenichstheyn\nhttp://www.instagram.com/alexandervonundzu\nhttp://www.facbeook.com/alexandervonundzu\nhttps://www.YouTube.com/Koenichsklasse\nhttps://www.twitter.com/alexvonundzu\n\n► Ton: Die Inkastatue",Saarland,49.25039044,6.970003213,POINT (6.970003213 49.25039044)
hg0OwRhQpGE,17.14.11,10 Unglaubliche Entdeckungen in der Antarktis!,TopWelt,24,2017-11-11T17:00:08.000Z,"topwelt|""top welt""|""unterhaltung""|""fakten""|""wissen""|""tv""|""fernsehen""|""entdeckungen""|""funde""|""antarktis""|""unglaublichste""|""mysteriös""|""wissenschaft""|""bildung""|""welt""|""erde""|""planet""|""erkenntnisse""|""interessant""|""tiere""|""fossilien""|""meteorit""",165276,4085,197,292,https://i.ytimg.com/vi/hg0OwRhQpGE/default.jpg,False,False,False,"10 unglaubliche Entdeckungen in der Antarktis\n\nBei Fragen rund um das Video wende dich bitte an: topwelt@outlook.com\n\nJetzt kostenlos ABONNIEREN ► https://goo.gl/lDu1zH\n\nTopWelt auf Instagram: https://instagram.com/TopWelt\nTopWelt auf Twitter: https://twitter.com/TopWelt\nTopWelt auf Facebook: https://facebook.com/TopWelt\n\n[Hinweis]\nEinige Bilder und Videos unterliegen \nder Creative Commons CC0: https://creativecommons.org/publicdomain/zero/1.0/\nder Creative Commons Attribution 2.0: https://creativecommons.org/licenses/by/2.0/de/\nder Creative Commons Attribution-ShareAlike 2.5: https://creativecommons.org/licenses/by-sa/2.5/\noder der Commons Attribution 3.0: https://creativecommons.org/licenses/by/3.0/de/\n\nQuellen:\nShutterstock, Wikimedia, Pixabay und mehr\n\n[Musik]\nThe Pyre (incompetech.com)\nLicensed under Creative Commons: By Attribution 3.0 License\nhttp://creativecommons.org/licenses/by/3.0/\n\nThank you.",Brandenburg,51.7704175,14.32996741,POINT (14.32996741 51.7704175)
XVpDYrjZnuI,17.14.11,Der erste Besuch beim Frauenarzt | o.b.® Let’s do — mit BarbaraSofie,o.b. Deutschland,26,2017-11-13T13:54:23.000Z,"barbarasofie|""frauenarzt untersuchung""|""erster besuch frauenarzt""|""frauenarzttermin""|""frauenarzt untersuchung stuhl""|""frauenarzt untersuchung zange""|""frauenarzt untersuchung ablauf""|""frauenarzt untersuchung schmerzhaft""|""erster besuch beim gynäkologen""|""gynäkologe""|""gynäkologie""|""pubertät""|""frauenarzt was erwartet mich""|""mädchen probleme""|""mit mama beim frauenarzt""|""frauenarzt fragen""|""angst vorm frauenarzt""|""pille verschreiben lassen""|""verhütung""|""menstruation""|""o.b.""|""o.b. deutschland""|""barbarasofie o.b.""",38954,2644,19,428,https://i.ytimg.com/vi/XVpDYrjZnuI/default.jpg,False,False,False,"Irgendwann steht er jedem Mädchen bevor – der erste Termin beim Frauenarzt! Und ja, davor ist jedes Mädchen sehr nervös, weil man einfach nicht weiß, was einen dort erwartet. Was ist dieser Abstrich? Bin ich beim Frauenarzt ganz nackt? Was ist das für eine Zange beim Frauenarzt? Und dann dieser komische Frauenarztstuhl! BarbaraSofie spricht in dieser Folge o.b.® Let’s do. mit Frauenärztin Dr. Eder über alle Thema und Fragen, die euch vor dem ersten Besuch beim Frauenarzt Angst machen. Frau Dr. Eder klärt über alles auf und nimmt so alle Ängste und Sorgen. Denn eigentlich ist es alles halb so wild, beim Frauenarzt tut nichts weh und gar nichts muss euch peinlich sein. Habt ihr den ersten Besuch beim Frauenarzt noch vor euch? Dann solltet ihr diese Folge nicht verpassen!\n\nAlle 14 Tage erwartet euch BarbaraSofie mit einem spannenden Thema hier auf dem o.b.® Kanal.  \n\nMehr Infos zum Thema Tampons und Periode findet ihr hier: http://www.herzensschwester.de/products  \n\nIhr habt Fragen? Dann fragt! Kommentiert einfach unser Video und verratet uns, was euch am meisten interessiert. Viele eurer Fragen beantworten wir dann in einem unserer nächsten Videos. \n\nNatürlich beantworten wir eure Fragen auch ganz persönlich! Ihr erreicht uns unter der\nRufnummer: 00800/555 22 000 (kostenfrei)\n\nLadet euch auch den o.b.® Menstruationskalender als App runter: https://www.herzensschwester.de/user/login?destination=user/calendar \n\nVerpasst keine News mehr und folgt uns auf: \nYouTube: https://www.youtube.com/channel/UCQ7kQS6nCJRs1Y-Mg7QqeeA  \nWebsite: http://www.ob.de  \nFacebook: https://www.facebook.com/TamponsOB/?fref=ts  \nInstagram: https://www.instagram.com/o.b._deutschland/?hl=de  \n\nDen Kanal von BarbaraSofie findet ihr hier: https://www.youtube.com/user/Barbieloveslipsticks",Mecklenburg Vorpommern,53.63330408,11.41669861,POINT (11.41669861 53.63330408)
A5LFlKGs5wA,17.14.11,Çukur 4. Bölüm,Çukur,22,2017-11-13T20:52:13.000Z,"çukur|""çukur dizisi""|""çukur dizisi oyuncuları""|""çukur fragman""|""çukur son""|""ay yapım""|""yamaç""|""yamaç ve sena""|""kerem çatay""|""aras bulut iynemli""|""dilan çiçek deniz""|""perihan savaş""|""yerli dizi hd izle""|""çukur izle""|""Çukur 4. Bölüm""|""çtam""",35166,2387,125,494,https://i.ytimg.com/vi/A5LFlKGs5wA/default.jpg,False,False,False,"Bu dizi ve çok daha fazlası puhutv'de → https://puhutv.com/cukur-detay?utm_medium=referral&utm_source=youtube&utm_campaign=cukur&utm_content=detay\n\nÇukur'a Abone Olmak İçin → bit.ly/cukur-dd-sub\n\n4. Bölüm Özet: \n\nUzun süredir bilinci kapalı olarak yatan İdris’in gözlerini açması, Çukur’da yepyeni bir dönemi başlatır. Yamaç’ı evinde gören İdris’in tepkisi tahmin edildiğinden sert olur. Baba oğul arasındaki büyük karşılaşma, Çukur’da tüm dengeleri alt üst edecektir. Sena ile tanışan İdris’in, onun Yamaç’ın eşi olduğunu öğrenmesi ise yeni bir fırtınanın habercisi olacaktır. Yamaç, sadece evdeki çalkantılı dönemle mücadele etmez, aynı zamanda aralarındaki haini bulmaya çalışır. Bu sırada Vartolu’nun, kendini Çukur’da kabul ettirmek için attığı adım ise herkesin tepkisini çeker. Yamaç’ın, Doğukan isimli şarkıcının tahsilat işiyle ilgilenmesi ise onu çok büyük bir tehlikenin tam kalbine sürükler. \n\nSenaryo: Gökhan Horzum\nYapımcı: Kerem Çatay, Pelin Diştaş Yaşaroğlu\nYönetmen: Sinan Öztürk\nİdari Yapımcı: Yamaç Okur\nMüzik: Toygar Işıklı\n2. Yönetmen: Özgür Sevimli\nGörüntü Yönetmeni: Tolga Kutluay\nSanat Yönetmeni: Oya Köseoğlu\n\nOyuncu Kadrosu\nYamaç: Aras Bulut İynemli\nSena: Dilan Çiçek Deniz\nİdris: Ercan Kesal \nSultan: Perihan Savaş \nKahraman: Mustafa Üstündağ\nVartolu: Erkan Kolçak Köstendil\nSelim: Öner Erkan \nAliço: Rıza Kocaoğlu\nMuhittin: Nebil Sayın\nCelasun: Kubilay Aka",Brandenburg,51.7704175,14.32996741,POINT (14.32996741 51.7704175)
t3SveFfi5ik,17.14.11,Tietzer returns – Treckerrennen 2 / Kann Fynn ihn endlich zerstören? | Kliemannsland,Kliemannsland,1,2017-11-12T12:00:07.000Z,"kliemannsland|""der tietzer""|""treckerfahrer dürfen das""|""tietzer kliemannsland""|""trecker kliemannsland""|""deutz kliemannsland""|""fynn trecker""|""fynn deutz""|""fynn tietzer""|""tietzer trecker""|""brunhilde trecker""|""brunhilde tietzer""|""treckerrennen""|""trecker rennen kliemannsland""|""sven tietzer""|""trecker bremen""|""trecker hamburg""|""treckerfahrer ndr""|""trecker parcours""|""trecker wettbewerb""|""trecker ausstellung""|""deutz trecker""|""fynn kliemann trecker rennen""|""treckerturnier""|""trecker sendung""",149163,5452,97,280,https://i.ytimg.com/vi/t3SveFfi5ik/default.jpg,False,False,False,"Da isser wieder, der Tietzer! Oder Fetzer, wie Fynn ihn nennt. Er ist gekommen, um Fynn seine wohl verdiente Treckerrevanche zu geben, denn letztes Mal war das alles ungerecht und dürfte eigentlich sowieso nicht gewertet werden. Fynn hat ich für dieses Treckertreffen ganz besonders kluge Dinge einfallen lassen. Eine Wippe zum Beispiel! Der Bau gestaltet sich als eher kompliziert, doch dafür ist sie jetzt auch extrem schwer mit dem Trecker zu überwinden. Das beste Hindernis ist aber der Beamte Waldo, der an seinem Kassenhäuschen sitzt und sich nur ganz gemächlich in Bewegung setzt, um die Schranke für den Trecker zu öffnen.\n\nAls der Tietzer dann mit Trecker Brunhilde anrollt, ist er also zu Recht eingeschüchtert. Auch vom LuFi, der LiMa oder der Hu. Anfangen darf er aber trotzdem. Und er wählt die Wippe! Mit insgesamt 1:24 ist er trotz erschwerter Bedingungen verdammt schnell mit seinem Trecker und man kann nur hoffen, dass Fynn geübt hat.\n\nDer rast mit dem Deutz los, als gäbe es kein Morgen. Und er wählt tatsächlich den Beamten! Waldo ist genau so langsam, wie man es von einem Beamten erwartet und kostet Fynn mehr Zeit, als er hat, denn am Ende sind es 1:26. 2 SEKUNDEN MEHR! Das heißt Treckerrunde zwei geht auch wieder an den Tietzer, völlig unverdient. Aber alle guten Dinge sind drei, vielleicht ja dann nächstes Mal. \n\nMusik \nCall me Brutus: http://www.callmebrutus.com/\n\nNoch mehr Wahnsinn aus dem Kliemannsland gibt’s hier: Facebook: https://www.facebook.com/Kliemannsland \nInstagram: https://www.instagram.com/kliemannsland \nTwitter: https://twitter.com/kliemannsland",Bayern,50.26660748,10.96660681,POINT (10.96660681 50.26660748)
2Vv-BfVoq4g,17.14.11,Ed Sheeran - Perfect (Official Music Video),Ed Sheeran,10,2017-11-09T11:04:14.000Z,"edsheeran|""ed sheeran""|""acoustic""|""live""|""cover""|""official""|""remix""|""official video""|""lyrics""|""session""",33523622,1634127,21082,85067,https://i.ytimg.com/vi/2Vv-BfVoq4g/default.jpg,False,False,False,"🎧: https://ad.gt/yt-perfect\n💰: https://atlanti.cr/yt-album\nSubscribe to Ed's channel: http://bit.ly/SubscribeToEdSheeran\n\nFollow Ed on...\nFacebook: http://www.facebook.com/EdSheeranMusic\nTwitter: http://twitter.com/edsheeran\nInstagram: http://instagram.com/teddysphotos\nOfficial Website: http://edsheeran.com\n\nDirector: Jason Koenig\nProducer: Honna Kimmerer\nStarring: Ed Sheeran & Zoey Deutch \nDirector of Photography: Johnny Valencia\nProduction Company: Anonymous Content\nExec Producer: Nina Soriano\nProduction Manager: Doug Hoff\nCommissioner: Dan Curwin\nProduction Designer: John Lavin\nLead Casting: Amy Hubbard \n \nWritten by: Jason Koenig, Ed Sheeran, Andrew Kolvet, Jenny Koenig, Murray Cummings\n\nEdited by: Jason Koenig & Johnny Valencia\nVFX: Ian Hubert\n\nCast: Bo Valencia, Dennis Ranalta, Arthur Pauli\n \nSki Cinematography: Corey Koniniec\nSpecialty Camera op: Ryan Haug\n1st AC: Ryan Brown\n \n1st Assistant Director: Ole Zapatka\nArt Director: Klaus Hartl\nSnow fx: Lucien Stephenson\n\nGaffer: Thomas Berz\nStylist: Claudia Lajda\nHair & Makeup: Christel Thoresen\nAustrian Casting: Ursula Kiplinger\n \nAdditional VFX: Zoic\n\nSpecial Thanks to: The Hintertux Glacier, Austria;\nThe Tenne, and Hotel Neuhintertux",Rheinland Pfalz,49.98247246,8.273219156,POINT (8.273219156 49.98247246)
xSZnlufFjrA,17.14.11,CAPO - ALLES AUF ROT - TOURBLOG #5,Capo TV,24,2017-11-13T13:50:00.000Z,"capo|""hallo monaco""|""alles auf rot""|""lambo diablo gt""|""azzlackz""|""warner music""|""sott""|""haftbefehl""|""ggnimg""|""mainhattan city gang""|""matador""|""totentanz""|""mon cheri""|""nimo""|""generation azzlack""|""hits""|""rap""|""germany""|""deutschrap""|""doku""|""tour""|""eno""|""eno 183""|""soufian""|""azzi memo""|""memo""|""tourblog""|""aar""|""hannover""|""münchen""|""berlin""",71120,4138,69,296,https://i.ytimg.com/vi/xSZnlufFjrA/default.jpg,False,False,False,"ALLES AUF ROT Tour Tickets:\n► https://www.eventim.de/capo \n► https://kj.de/ed\n\nALLES AUF ROT bestellen:\n► http://wmg.click/Capo_AllesAufRotAY\n\nAbonniert den Kanal um nichts zu verpassen und folgt mir auf Facebook.\n\nFolgt Capo:\nFacebook: https://www.facebook.com/capooffiziell\nInstagram: http://instagram.com/capomilanoo\nTwitter: http://twitter.com/CapoOffiziell\n\nMix von Gökhan Güler http://www.facebook.com/goekhangueler\nhttp://goekhangueler.com\n\nMaster von HP Mastering\nhttps://www.facebook.com/hpmastering\n\nProduziert von SOTT, Veteran & Zeeko\nSOTT: https://www.facebook.com/sottbangbang\nVeteran: https://www.facebook.com/vvvbang\nZeeko: https://www.facebook.com/zeekoprod\n\nANFRAGEN, BOOKING, PRESSE:\ncapo@azzlackz.de\n\nWarner Music Central Europe © 2017",Thuringen,50.97005292,11.02996212,POINT (11.02996212 50.97005292)
TRZPLiLl9HY,17.14.11,Patriots vs. Broncos | NFL Week 10 Game Highlights,NFL,17,2017-11-13T05:45:26.000Z,"NFL|""Football""|""offense""|""defense""|""afc""|""nfc""|""American Football""|""highlight""|""highlights""|""game""|""games""|""sport""|""sports""|""action""|""play""|""plays""|""season""|""2017""|""rookie""|""rookies""|""recap""|""run""|""sprint""|""catch""|""huge""|""amazing""|""touchdown""|""td""|""week 9""|""wk 9""|""new england""|""patriots""|""pats""|""denver""|""broncos""|""brady""|""siemian""|""burkhead""|""gronk""|""gronkowski""|""white""|""post game highlights""|""patriots win""|""sp:dt=2017-11-12T20:30:00-05:00""|""sp:vl=en-US""|""sp:st=football""|""sp:li=nfl""|""sp:ti:home=Den""|""sp:ti:away=NE""|""sp:ty=high""",725042,6620,294,1283,https://i.ytimg.com/vi/TRZPLiLl9HY/default.jpg,False,False,False,"The New England Patriots battle the Denver Broncos in Week 10 of the 2017 NFL Season.\n\nWatch full games with NFL Game Pass: https://www.nfl.com/gamepass?campaign=sp-nf-gd-ot-yt-3000342\n\nSign up for Fantasy Football! http://www.nfl.com/fantasyfootball\n\nSubscribe to NFL: http://j.mp/1L0bVBu\n\nThe NFL YouTube channel is your home for immediate in-game highlights from your favorite teams and players, full NFL games, behind the scenes access and more!\n\nCheck out our other channels:\nNFL Network http://www.youtube.com/nflnetwork\nNFL Films http://www.youtube.com/nflfilms\n\nFor all things NFL, visit the league's official website at http://www.nfl.com/\n\nWatch NFL Now: https://www.nfl.com/now\nListen to NFL podcasts: http://www.nfl.com/podcasts\nWatch the NFL network: http://nflnonline.nfl.com/\nDownload the NFL mobile app: https://www.nfl.com/apps\n2017 NFL Schedule: http://www.nfl.com/schedules\nBuy tickets to watch your favorite team:  http://www.nfl.com/tickets\nShop NFL: http://www.nflshop.com/source/bm-nflcom-Header-Shop-Tab\n\nLike us on Facebook: https://www.facebook.com/NFL\nFollow us on Twitter: https://twitter.com/NFL\nFollow us on Instagram: https://instagram.com/nfl/\nFind us on Snapchat",Hamburg,53.55002464,9.999999144,POINT (9.999999144 53.55002464)
zABx5FtO8-8,17.14.11,MY LOOK WITH FENTY BEAUTY,di1ara,22,2017-11-12T23:44:14.000Z,"Make-Up|""FENTYBEAUTY""|""RIHANNA""|""FENTY""|""RIHANNA FENTYBEAUTY""|""GLAMOUR MAKE-UP""|""di1ara""|""rihanna makeup""|""make-up rihanna""|""badgirlriri""",97601,5364,560,580,https://i.ytimg.com/vi/zABx5FtO8-8/default.jpg,False,False,False,"Thank u for watching! I hope u like it! Its MY LOOK (like always, so nothing special), I want to show you how the products are :-)\n\nDanke für die lieben Kommentare, meine Looks sehen überwiegend immer gleich aus - es geht in meinen Videos eher darum wie die Produkte sind :-)\n\nPrimer: http://bit.ly/2zRWGBo *\nFoundation: http://bit.ly/2zyKrJi *\nContouring: http://bit.ly/2zwXo6H *\nBaking: http://bit.ly/2zwz58O *\nEyebrows: http://bit.ly/2zwM36z *\nEyeshadow: http://bit.ly/2zvGHbP *\nLashes: http://amzn.to/2htWjpk *\nMascara: http://bit.ly/2zxK8i8 *\nHighlighter: http://amzn.to/2zAsz0w *\nBronzer: http://amzn.to/2hxQdE9 *\nLipstick: TREND IT UP (DM) \nLipgloss: http://bit.ly/2zvHQjw *\n\n\n\n\n\n\n*Affiliate Links. ► Das bedeutet dass ich Provision erhalte wenn ihr über diesen Link einkauft. Er dient euch dazu direkt zu dem erwähnten Produkt zu kommen.",Bayern,50.26660748,10.96660681,POINT (10.96660681 50.26660748)
WRmrWLOtLGQ,17.14.11,Klengan deckt Bibis großes Geheimnis auf,Klengan,24,2017-11-12T17:00:02.000Z,"Klengan|""Satire""|""Ironie""|""Sarkasmus""|""Parodie""|""YouTube""|""YouTuber""|""Starzip""|""Bibisbeautypalace""|""bibi""|""julienco""|""geheimnis""",109194,10498,112,478,https://i.ytimg.com/vi/WRmrWLOtLGQ/default.jpg,False,False,False,Klengan deckt Bibis großes Geheimnis auf\n►ZUM NEUEN MERCH: http://3dsupply.de/Klengan\n►Twitter: https://twitter.com/KlenganTV\n►Instagram: http://instagram.com/KlenganTV\n►Twitch: https://www.twitch.tv/klengan\n_____________________________________________________\n\n► Musik: https://youtu.be/lIHmtR9OMPo\n_____________________________________________________\n\nEquipment\n✗Mikrofon: http://amzn.to/1odkVzy\n✗Mikrofon-Arm: http://amzn.to/1odl7Pb\n✗Kamera: http://amzn.to/2o6bV0V\n✗Maus: http://amzn.to/1RslbTA\n✗Tastatur: http://amzn.to/1RuFxhc\n\n✗ Affiliate Links: Dabei geht ein Teil des Erlöses als Provision an mich. Für euch entstehen KEINE Mehrkosten.,Thuringen,50.97005292,11.02996212,POINT (11.02996212 50.97005292)
n1WpP7iowLc,17.14.11,Eminem - Walk On Water (Audio) ft. Beyoncé,EminemVEVO,10,2017-11-10T17:00:03.000Z,"Eminem|""Walk""|""On""|""Water""|""Aftermath/Shady/Interscope""|""Rap""",17158579,787424,43420,125882,https://i.ytimg.com/vi/n1WpP7iowLc/default.jpg,False,False,False,Eminem's new track Walk on Water ft. Beyoncé is available everywhere: http://shady.sr/WOWEminem \nPlaylist Best of Eminem: https://goo.gl/AquNpo\nSubscribe for more: https://goo.gl/DxCrDV\n\nFor more visit: \nhttp://eminem.com\nhttp://facebook.com/eminem\nhttp://twitter.com/eminem\nhttp://instagram.com/eminem\nhttp://eminem.tumblr.com\nhttp://shadyrecords.com\nhttp://facebook.com/shadyrecords\nhttp://twitter.com/shadyrecords\nhttp://instagram.com/shadyrecords\nhttp://trustshady.tumblr.com\n\nMusic video by Eminem performing Walk On Water. (C) 2017 Aftermath Records\nhttp://vevo.ly/gA7xKt,Brandenburg,51.7704175,14.32996741,POINT (14.32996741 51.7704175)
qfvMu1vMY1c,17.14.11,Eşkıya Dünyaya Hükümdar Olmaz 80. Bölüm Fragmanı - atv,atv,24,2017-11-12T17:50:30.000Z,"atv|""dizi""|""türkiye""|""turkey""|""eşkiya dünyaya hükümdar olmaz""|""eskiya dunyaya hukumdar olmaz""|""eşkıya dünyaya hükümdar olmaz""|""eskiya dünyaya hukumdar olmaz son bolum fragmanı""|""eşkıya son bölüm fragman""|""eşkiya dünyaya hükümdar olmaz yeni bölüm fragmanı""|""edho""|""eskiya dünyaya""|""atv eşkiya dünyaya hükümdar olmaz""|""bandits""|""hızır çakırbeyli""|""meryem çakırbeyli""|""eşkıya ilyas""|""مسلسل قطاع الطرق""|""قاطع طريق""|""eşkiya dünyaya hükümdar olmaz 80""|""eşkıya 80. bölüm fragmanı""",716243,2981,170,302,https://i.ytimg.com/vi/qfvMu1vMY1c/default.jpg,False,False,False,Atv Resmi YouTube Kanalına Abone Olmak İçin; https://goo.gl/dmrDLN\nhttps://www.facebook.com/atv  \nhttps://twitter.com/atvcomtr   \nhttps://www.instagram.com/atvturkiye/  \nhttps://plus.google.com/112209224205756784214/posts,Schleswig Holstein,54.78374778,9.433315388,POINT (9.433315388 54.78374778)
oWQuB2lVQLc,17.14.11,Zvezde Granda - Cela emisija 06 - ZG 2017/18 - 11.11.2017.,Zvezde Granda,24,2017-11-12T00:02:41.000Z,"zvezde|""granda""|""hit""|""emisija""|""grand""|""2016""|""2017""|""zvezda""|""talenti""|""mladi""|""mlade""|""novo""|""folk""|""pop""|""prva""|""tv""|""subota""|""takmicenje""|""takmičenje""|""saša""|""popović""|""show""|""šou""|""parada""|""narod""|""pita""|""zvezdegrandatv""|""nova""|""serbia""|""balcan""|""balkan""|""ceca""|""lepa""|""brena""|""sasa""|""popovic""|""srbija""|""music""|""hd""|""Karleusa""|""Diva""|""Serifovic""|""Marija""|""Jelena""|""Senzacionalno""",496192,1503,443,1020,https://i.ytimg.com/vi/oWQuB2lVQLc/default.jpg,False,False,False,Zvanični portal: http://grand.online/\nFacebook: https://www.facebook.com/ZvezdeGranda...\nTwitter: https://twitter.com/Zvezde_Granda\nZvezde Granda Management : +381 63 150 98 88\n\nGRAND NARODNA TELEVIZIJA ZA CEO SVET\nNET TV Plus https://www.nettvplus.com\n\nSatelit: Eutelsat 16A\nFrekvencija: 10972 MHz\nPolarizacija: Vertikalna\nSR: 27500\nFEC: 5/6\nSID: 1306\n\nSrbija:\nAnalogna\nSBB -- svi gradovi\nKDS \nJET TV\nDigitalna - Pozicija 211\nD3\nBeogrid\nD3i\nD3Go\nTotal TV - Pozicija 11\n\nHrvatska:\nTotal TV\n\nBosna i Hercegovina:\nTelemach\nTotal Tv - Pozicija 9\n\nSlovenija:\nTelemach\nTotal Tv - Pozicija 104\n\nCrna Gora:\nTotal Tv - Pozicija 8\n\nMakedonija:\nTotal Tv - Pozicija 10\n\nCopyright: Grand Production\nZvezde Granda Management : +381 63 150 9888\n\nZabranjeno svako kopiranje video i/ili audio snimaka i\npostavljanje na druge kanale!,Sachsen Anhalt,52.13042137,11.62000362,POINT (11.62000362 52.13042137)
zmXEI7b3_Pc,17.14.11,"Was passiert, wenn man Kommentaren einen Daumen nach unten gibt?",Simplicissimus,24,2017-11-12T17:29:21.000Z,"Simplicissimus|""2 Bored Guys""|""2BG""|""daumen nach unten""|""dislike""|""youtube features""|""daumen runter""|""daumen hoch""|""daumen hoch song""|""video essay""|""daumen nach oben""|""youtube geheimnisse""",57829,7028,185,467,https://i.ytimg.com/vi/zmXEI7b3_Pc/default.jpg,False,False,False,"Der Schurke: https://www.youtube.com/channel/UCeND8xX2unL79CccsLQr10w\n\nWas passiert, wenn man YouTube Kommentaren einen Daumen nach unten gibt. Und was es bedeutet, dass das niemand genau weiß. \n\n2 Bored Guys: https://www.youtube.com/2boredguys\n------------------------------\nSchaut gern mal vorbei!\n► Facebook: https://www.facebook.com/simplicissimus2\n► Zweitkanal: https://www.youtube.com/2boredguys\n\nUnser 1. Mikrofon: http://amzn.to/2ip6ETd\nUnser 2. Mikrofon: http://amzn.to/2kZnt8q\nUnser Pop Schutz: http://amzn.to/2yujNB4\nUnser Interface: http://amzn.to/2kZSj0J\n\nEin paar unserer Links sind Affiliate Links. Wer über diese Links kauft, unterstützt uns mit einer kleinen Provision. Dadurch entstehen allerdings keine Mehrkosten für euch. Danke!\n\n------------------------------\nQuellen: \n\n\n------------------------------\nWöchentliche Video Essays, Analysen und Satire zu diversen Themen unserer Zeit. \n\nWir sind 2 Studenten mit einer Vorliebe für kontroverse Themen, hitzige Diskussionen und simpel-schöne Visualisierungen. Hier findest du alle drei. Abo m'kay?\n\nCheers\nJonas & David (Simplicissimus)",Bayern,50.26660748,10.96660681,POINT (10.96660681 50.26660748)
